公司名稱(中文),職缺項目,工作地點,工作時間,工作待遇,需求人數,工作內容(含應徵方式),附檔1,附檔2,附檔3,填寫單位,填寫人,職稱,連絡電話,Email,刊登日期(起),刊登日期(迄),刊登狀態,刊登送出時間,是否將填寫單位資訊公布在職缺列表,刪除時間
全球華人股份有限公司(1111人力銀行),職涯輔導員,國立成功大學,全日職（8小時）、半日職（4小時）、兼職（自選）,全日職（4萬）、半日職（2萬）、兼職（論件計酬另加工讀金）,8,"本公司特召募『職涯輔導員』以輔導學生職涯發展為導向，走訪校園協助服務學生有關生涯規劃與就業所需的各種資訊，提供職涯探索工具，個人測評、職涯顧問、履歷健診及知名廠商職缺，全面提升學生就業率，並協助同學上1111網站，加入新會員，填寫履歷、測評…x0b尋找最理想的工作為服務主軸。x0b

請洽：校園事業部主任劉振福  
電話：(02)8787-1111#2037 
電郵：r47865@staff.1111.com.tw",,,,校園事業部,劉振福,主任,02-8787-1111#2037（劉主任）、02-8787-1111#2013（高經理）,r47865@yahoo.com.tw,2017/11/16,2017/12/31,true,2017/11/16,true
三商美邦人壽,首長辦公室 經營規劃人員,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,2,"1.策略專案規劃與跨部門溝通協調 
2.壽險產業變動發展研究 
3.經營會議管理 
4.年度計畫編製與績效追蹤 
5.高階主管簡報製作與文稿撰寫

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,(02)2345-5511#7514,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2017/12/31,true,2017/11/17,true
三商美邦人壽,營運規劃部 作業開發人員,台北市信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"1.協助參與各項專案進行 
2.進行行銷效能及客戶行銷初步分析 
3.蒐集經濟、法令、同業動態資訊並出具分析報告

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,(02)2345-5511#7514,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2017/12/31,true,2017/11/17,true
三商美邦人壽,業務支援部 投資型商品企劃人員,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"投資型商品企劃人員： 
1.投資型商品調查比較、提案討論與上市排程規劃 
2.投資型商品上市後之追蹤與管理 
3.投資型商品議題追蹤、相關法規研究與因應 
4.投資型商品提案意見評估、進度追蹤、彙整回覆

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,(02)2345-5511#7514,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2018/01/31,true,2017/11/17,true
三商美邦人壽,業務支援部 投資型商品整合傳播人員,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"投資型商品整合傳播人員： 
1.投資型商品電訪及保全相關問題規劃 
2.投資型商品專區內容管理 
3.市場資訊發布

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,專員,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2018/01/31,true,2017/11/17,true
三商美邦人壽,業務支援部 投資型商品專業講師,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"投資型商品專業講師： 
1.投資型商品種子講師訓 
2.新商品說明會、客戶說明會 
3.協助MOD課程拍攝

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,專員,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2018/01/31,true,2017/11/17,true
三商美邦人壽,契約部 核保科人員,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"1.執行年度核保作業及相關專案 
2.規劃與執行契約行政及核保作業流程 
3.系統規劃、測試與上線

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,專員,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2018/03/01,true,2017/11/17,true
三商美邦人壽,國際債券部 國際債券科人員,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"外幣固定收益商品投資分析與執行

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,專員,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2018/03/01,true,2017/11/17,true
三商美邦人壽,另類投資部人員,台北市信義區信義路五段150巷2號,日班，08:45~17:30,依公司規定,1,"1.總體經濟與金融市場研究
2.國外債券與基金投資
3.金融商品研究

請至104人力銀行 (https://ppt.cc/fndFBx) 投遞履歷",,,,人力資源部,李欣華,專員,(02)2345-5511#7514,hali@mail.mli.com.tw,2017/11/17,2018/03/01,true,2017/11/17,true
衛生福利部胸腔病院,秘書室(社服組)-初級約用專員,衛生福利部胸腔病院,如公告,如公告,1,"資格條件：
1.社會工作相關科系大學畢業。
2.具有社工經驗者及社工證照者尤佳。
工作項目：
1.社會工作個案服務及紀錄管理(身心障礙鑑定申請窗口、申請外籍看護工之聯繫窗口)。
2.接洽護理之家、療養、安養、教養機構之外展醫療服務。
3.社會服務技醫療救助基金相關業務。
4.民眾意見反映處理。
5.社區醫療行銷活動協助。
6.出院病人電話關懷訪談滿意度調查。
7.志願服務業務。
8.社會易服勞動業務。
9.記者會及新聞媒體連絡相關業務。
10.醫療爭議業務管理。
11.臨時交辦事項。
聯絡方式：
1.意者請檢附:以下(1)至(2)為必附證明文件，未附者為資格不合（未錄取者之應試資料證件影本等請恕不予退還，亦不另行通知。）
(1)履歷表（粘貼本人最近照片一張)、畢業證書影本。
(2)國民身分證正、反面影本。
(3)聯絡電話住址(白天聯絡電話、手機)
(4)自106年11月15日止至106年11月22日止(以郵戳為憑,恕不接受電話及e-mail報名)，郵寄地址：台南市仁德區中山路864號/人事室收信封上並註明「秘書室(社服組)-初級約用專員」。
2.薪資：大學畢業每月薪資共計新台幣28,737元整具社工證照者加給3,000元整；另公立醫療人員獎勵金依規定發給；新進約用人員、先予試用三個月(試用期間不核發事業賸餘獎勵金)。
3.甄選方式及時間地點：
(1)甄選方式：本院經資格審查合適者，另行通知合適者來院甄選（面試）：面試：就儀態舉止、表達能力、思考創意、工作熱忱及專業領域等項目綜合評分，佔分最高100分。
(2)時間地點：另行通知合適者來院甄選時，告知時間及地點。 
(3)錄取方式：以面試成績計算，開會評審後，報請本院核定後公告。但報名應徵者皆不合適者，予以從缺，重行公告辦理甄選。 
4.獲錄取人員，本院將於網站公告，並電話通知錄取者。 
5.如有疑義，請電話洽詢本院人事室周小姐，電話：06-2705911轉3272。
6.本院依菸害防制法，全面實施禁菸，並推動無菸職場，應徵者如獲錄取，需配合本院無菸環境政策，如有違者將依相關規定處理。
相關資訊請至衛生福利部胸腔病院查詢(http://www.ccd.mohw.gov.tw/?aid=701&pid=0&page_name=detail&iid=505)",,,,衛生福利部胸腔病院-人事室,,(06)270-5911#3272,(06)270-5911#3272,personnel@ccd.mohw.gov.tw,2017/11/17,2017/11/22,true,2017/11/17,false
台灣月島工程股份有限公司,業務/專案工程師,台北市,08:45-17:45,面議,1,"1. 銷售化工單元操作設備(結晶/蒸發/離心/過濾/乾燥設備)以及廢棄物處理系統.
2. 設備製造與建廠工程專案管理.
3. 進出口貿易.
4. 理工科背景, 機電化環工尤佳.
5. 需配合台灣國內出差.
6. 須能獨立以英文或日文與外國人(主要為日本人)溝通.",,,,總經理室,,,02-2523-6975,tsktpe@seed.net.tw,2017/11/22,2018/02/14,true,2017/11/22,true
聯亞光電工業股份有限公司,研發工程師,台南市善化區南科九路12號,依公司規定,依公司規定,5,"1.為通訊應用,工業及消費性產品開發創新且領先市場的高功率單模和多模半導體雷射。 
2.從事開發計畫構想,規劃,設計和條件的建立。 
3.設計磊晶結構和晶圓生產過程,以符合或超越規格的光電性能並能順利量產。 
4.光罩設計 
5.特性測試,數據分析,建立結構和製造參數及元件性能之關係 
6.與製程整合工程師進行跨團隊合作
**其他要求:
1.具備專業知識&經驗:光電元件物理、理論建模、磊晶生長、III-V半導體製程和光電元件特性描述。 
2.3年以上光電元件開發實務經驗 
3.具有成功創新設計雷射二極體或相似光電元件經驗尤佳。 
4.具邏輯分析能力，善於解決問題，且能努力克服技術挑戰。 
5.能藉由接收新知，進而不斷提出新想法及發明。 
6.良好的團隊合作及有效的溝通能力
請於本公司104網站上投遞履歷,並註明由學校網站知悉該職缺訊息優先處理",,,,HR,陳小姐,課長,06-5058999,pobby.chen@lmoc.com.tw,2017/11/28,2018/02/28,true,2017/11/28,false
國立科學工藝博物館,展場服務人員,國立科學工藝博物館(807高雄市三民區九如一路720號),08:30-17:15，午休45分鐘,"日薪為1,120元",1,"一、報名方式：
採電子郵件傳送：於106年12月13日中午12：00前檢具相關證明文件，傳送至syu.ya.syun@mail.nstm.gov.tw，並於信件主旨註明『應徵展示組展場服務人員-部分工時』。
面試日期：履歷表通過審核者，將於12月14日中午12：00後進行電話通知，面試日期為12月16日。
二、報名應檢具文件：
履歷表(請依本館官網訊息附件格式下載填寫)
三、甄選結果：於本館最新消息區公告錄取名單。
1.本次甄選部分工時人員正取一名，並視甄選成績擇優備取一名。
2.正取人員應於規定時間內至本館完成報到作業。
3.參加甄選人員條件如不符本館需求，本館得斟酌情況從缺之。
四、報到(到職)應檢具文件：
1.國民身分證影本
2.學經歷證件及其他必要證明影本
3.全民健康保險轉出單
4.一般體格檢查報告書（依職業安全衛生法及勞工健康保護規則規定），檢查報告以報到日前6個月內為有效期間。
五、備註：
1.繳交之各項證件，如有虛偽不實等情事者，取消甄選資格；如經錄取，取消錄取資格。
2. 聯絡人及聯絡方式：許小姐07-3800089轉8666。",科工館_臨時人員(部分工時)徵才公告.doc,,,國立科學工藝博物館展示組,許雅勛,約用專任助理,,syu.ya.syun@mail.nstm.gov.tw,2017/11/30,2017/12/13,true,2017/11/30,true
